"","avg_price_per_room","lead_time","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","agent","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","arrival_date","arrival_date_num","near_christmas","near_new_years","historical_adr"
"8823",29,7,1,3,1,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","a",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8824",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","e",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8825",37,7,1,3,2,0,0,"bed_and_breakfast","bel","groups","corporate",0,0,0,"a","a",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8826",47,192,1,3,1,0,0,"bed_and_breakfast","bel","groups","corporate",0,0,0,"d","f",1,"not_applicable","parker_inc",185,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8827",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8828",37,7,1,3,2,0,0,"bed_and_breakfast","bel","groups","corporate",0,0,0,"a","a",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8829",47,7,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8830",29,7,1,3,1,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","a",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8831",37,7,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"a","a",4,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8832",47,7,1,3,1,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","f",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8833",54,7,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","e",0,"not_applicable","parker_inc",0,"transient_party",1,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8834",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8835",29,7,1,3,1,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","a",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8836",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8837",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8838",47,7,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8839",47,7,1,3,2,0,0,"bed_and_breakfast","prt","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8840",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8841",29,7,1,3,1,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","a",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8842",47,7,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8843",75,7,1,3,2,0,0,"bed_and_breakfast","fin","online_travel_agent","direct",0,0,0,"e","e",0,"not_applicable","not_applicable",0,"transient",0,2,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8844",47,7,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8845",47,7,1,3,1,0,0,"bed_and_breakfast","bel","groups","corporate",0,0,0,"d","d",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8846",47,192,1,3,2,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"d","f",0,"not_applicable","parker_inc",185,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8847",42.25,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","d",2,"not_applicable","parker_inc",0,"transient_party",1,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8848",29,7,1,3,1,0,0,"bed_and_breakfast","nld","groups","corporate",0,0,0,"a","a",4,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8849",47,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8850",54,7,1,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"d","d",0,"not_applicable","parker_inc",0,"transient_party",1,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8851",37,7,2,3,2,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","a",1,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8852",37,7,2,3,1,0,0,"bed_and_breakfast","gbr","groups","corporate",0,0,0,"a","a",2,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-02,2017.16438356164,0,0,49.7420857450936
"8853",65,1,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",1,0,1,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8854",60,0,0,1,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",2,"alexander_drake","not_applicable",0,"transient_party",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8855",60,0,0,1,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",2,"alexander_drake","not_applicable",0,"transient_party",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8856",105,0,0,1,1,0,0,"bed_and_breakfast","gbr","direct","direct",0,0,0,"g","g",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8857",60,0,0,1,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",2,"alexander_drake","not_applicable",0,"transient_party",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8858",57.6,7,0,2,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","e",0,"siraaj_al_mahmood","not_applicable",0,"transient",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8859",67,0,0,2,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",2,"alexander_drake","not_applicable",0,"transient",1,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8860",60,0,0,2,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",2,"alexander_drake","not_applicable",0,"transient",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8861",67,1,0,2,1,0,0,"bed_and_breakfast","che","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8862",60,0,0,2,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",2,"alexander_drake","not_applicable",0,"transient",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8863",87,53,0,2,2,0,0,"bed_and_breakfast","nld","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",1,2,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8864",112,3,0,2,2,0,0,"breakfast_and_one_other_meal","esp","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8865",87,6,0,2,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"f","f",0,"alexander_drake","not_applicable",0,"transient",1,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8866",47,8,1,2,2,0,0,"bed_and_breakfast","bel","groups","corporate",0,0,0,"d","d",2,"not_applicable","parker_inc",0,"transient_party",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8867",74.4,56,1,2,1,0,0,"bed_and_breakfast","gbr","direct","direct",0,0,0,"e","e",0,"alexander_drake","not_applicable",0,"transient",1,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8868",100,17,1,2,2,0,0,"breakfast_and_one_other_meal","irl","online_travel_agent","ta_to",0,0,0,"d","d",0,"jawaad_el_shahid","not_applicable",0,"transient",0,1,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8869",57.6,39,1,2,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","e",0,"siraaj_al_mahmood","not_applicable",0,"transient_party",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8870",57.6,39,1,2,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","e",0,"siraaj_al_mahmood","not_applicable",0,"transient_party",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8871",107,18,2,5,2,2,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"g","g",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2017-03-03,2017.16712328767,0,0,50.2181735924247
"8872",60,5,0,1,2,0,0,"bed_and_breakfast","null","online_travel_agent","ta_to",0,0,1,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8873",68,2,0,1,2,0,0,"bed_and_breakfast","null","direct","ta_to",0,0,4,"d","d",0,"alexander_drake","not_applicable",0,"transient",0,2,2017-03-04,2017.1698630137,0,0,50.598099316501
"8874",40,1,0,1,2,0,0,"bed_and_breakfast","prt","corporate","direct",1,0,3,"a","a",0,"not_applicable","dunckel_pbc",0,"transient",0,0,2017-03-04,2017.1698630137,0,0,50.598099316501
"8875",65,1,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","d",2,"devin_rivera_borrego","not_applicable",0,"transient_party",0,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8876",85,1,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8877",75,11,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","f",0,"alexander_drake","not_applicable",0,"transient",0,2,2017-03-04,2017.1698630137,0,0,50.598099316501
"8878",70,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-04,2017.1698630137,0,0,50.598099316501
"8879",70,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-04,2017.1698630137,0,0,50.598099316501
"8880",70,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-04,2017.1698630137,0,0,50.598099316501
"8881",70,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient",0,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8882",67,1,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","d",2,"devin_rivera_borrego","not_applicable",0,"transient_party",1,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8883",80,4,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8884",105,3,0,1,2,2,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"g","g",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8885",64,14,1,1,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","f",0,"dominic_carruthers","not_applicable",0,"transient",0,0,2017-03-04,2017.1698630137,0,0,50.598099316501
"8886",65,1,2,1,2,0,0,"bed_and_breakfast","fra","online_travel_agent","ta_to",0,0,0,"a","i",2,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2017-03-04,2017.1698630137,0,0,50.598099316501
"8887",135,201,2,3,2,0,0,"breakfast_and_one_other_meal","gbr","online_travel_agent","ta_to",0,0,0,"g","g",1,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8888",100,48,2,4,2,2,0,"bed_and_breakfast","rus","online_travel_agent","ta_to",0,0,0,"g","g",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2017-03-04,2017.1698630137,0,0,50.598099316501
"8889",37.8,211,2,5,1,0,0,"bed_and_breakfast","swe","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2017-03-04,2017.1698630137,0,0,50.598099316501
"8890",70,0,1,0,1,0,0,"bed_and_breakfast","bel","direct","direct",1,0,0,"d","d",1,"not_applicable","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8891",60,0,1,0,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","b",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8892",60,34,1,0,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","h",0,"devin_rivera_borrego","not_applicable",0,"transient",1,2,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8893",55,38,2,0,1,0,0,"bed_and_breakfast","bel","online_travel_agent","ta_to",0,0,0,"a","f",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8894",75,16,2,0,2,0,0,"bed_and_breakfast","ita","online_travel_agent","ta_to",0,0,0,"d","f",0,"devin_rivera_borrego","not_applicable",0,"transient",1,3,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8895",87,13,2,0,2,0,0,"bed_and_breakfast","usa","online_travel_agent","ta_to",0,0,0,"e","e",1,"devin_rivera_borrego","not_applicable",0,"transient",1,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8896",70,0,2,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8897",61,25,2,1,1,0,0,"breakfast_and_one_other_meal","gbr","direct","direct",0,0,0,"a","h",1,"alexander_drake","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8898",34,12,2,2,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"waleed_el_ramin","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8899",56,312,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8900",56,312,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8901",56,312,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8902",56,312,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8903",42,312,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",2,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8904",73,312,2,5,2,0,0,"breakfast_and_one_other_meal","aut","groups","ta_to",0,0,0,"e","e",2,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8905",73,171,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8906",73,171,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8907",73,171,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8908",73,171,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8909",71,171,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8910",71,171,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8911",40,53,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8912",42,53,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8913",40,53,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8914",40,53,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8915",28,53,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","c",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8916",40,53,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8917",58,312,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8918",42,53,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8919",56,312,2,5,2,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"a","a",0,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8920",58,312,2,5,1,0,0,"breakfast_and_one_other_meal","deu","groups","ta_to",0,0,0,"e","e",1,"william_grant","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8921",52.4,143,2,5,2,0,0,"breakfast_and_one_other_meal","deu","offline_travel_agent","ta_to",0,0,0,"d","e",0,"orlando_abeyta","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8922",100.71,179,2,5,2,1,0,"breakfast_lunch_and_dinner","gbr","offline_travel_agent","ta_to",0,0,0,"d","e",1,"bernice_baltierra","not_applicable",0,"transient",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8923",40.5,169,2,5,2,0,0,"bed_and_breakfast","bel","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8924",40.5,169,2,5,2,0,0,"bed_and_breakfast","bel","direct","direct",0,0,0,"d","d",0,"not_applicable","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8925",67.94,195,2,5,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8926",64.28,201,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",6,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8927",64.08,195,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8928",40.14,195,4,6,1,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"a","a",1,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8929",62.28,201,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",6,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8930",62.28,195,4,6,2,0,0,"bed_and_breakfast","prt","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8931",71.48,195,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"e","e",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8932",62.28,195,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8933",64.28,195,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8934",62.28,195,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8935",40.14,195,4,6,1,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"a","a",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8936",41.94,195,4,6,1,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"a","a",1,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8937",64.28,195,4,6,2,0,0,"bed_and_breakfast","gbr","groups","ta_to",0,0,0,"d","d",0,"qutb_al_arshad","not_applicable",0,"transient_party",0,0,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8938",112,7,4,9,2,0,0,"bed_and_breakfast","deu","online_travel_agent","ta_to",0,0,0,"g","g",1,"devin_rivera_borrego","not_applicable",0,"transient",1,2,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8939",51.76,144,4,10,1,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"e","e",2,"cynthia_worsley","not_applicable",0,"transient",0,2,2017-03-05,2017.17260273973,0,0,50.7788897289524
"8940",55,4,1,1,1,0,0,"bed_and_breakfast","null","direct","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8941",30,2,1,2,1,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",1,0,6,"a","a",1,"ramalaan_al_musa","not_applicable",0,"transient",0,1,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8942",42,4,1,2,1,0,0,"bed_and_breakfast","prt","corporate","corporate",1,0,12,"a","a",0,"not_applicable","hernandez_and_company",0,"transient",1,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8943",49.5,9,1,2,2,0,0,"bed_and_breakfast","bra","direct","ta_to",1,0,3,"a","d",0,"alexander_drake","not_applicable",0,"transient",0,4,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8944",30,4,1,0,1,0,0,"bed_and_breakfast","prt","offline_travel_agent","direct",1,0,1,"a","a",0,"javkhlan_khan","not_applicable",0,"transient",0,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8945",42,0,1,0,1,0,0,"bed_and_breakfast","prt","corporate","corporate",0,0,0,"a","d",0,"not_applicable","bennett_and_company",0,"transient",1,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8946",60,2,1,0,1,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8947",30,5,1,0,1,0,0,"bed_and_breakfast","prt","offline_travel_agent","ta_to",0,0,0,"a","a",1,"michael_mcdole","not_applicable",0,"transient",0,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8948",65.45,33,1,0,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"e","e",0,"myranda_johnson","not_applicable",0,"transient",0,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
"8949",60,1,1,0,2,0,0,"bed_and_breakfast","gbr","direct","direct",0,0,0,"a","d",0,"not_applicable","not_applicable",0,"transient",0,0,2017-03-06,2017.17534246575,0,0,50.6235081600147
